# Release-world tree GROUND PROFILES: how far the ground rises, in decimetres, at
# 16.0 m from each authored tree seat along each of 8 compass bearings.
#
# WHAT IT IS FOR: laying a felled log along the terrain with NO runtime terrain
# query. The game server has no collision mesh for the island it drops the trunk
# onto, so the slope it needs is baked here, ahead of time, one signed byte per
# seat per bearing. Read the bearings either side of the fall heading and tilt.
# The value is the SMALLEST rise for which a straight log line from the seat
# clears every sampled ground point along that bearing - it rests on the high
# side, it does not average.
#
# GENERATED by tools/world-import/generate-tree-ground-profiles.py from
# docs/research/world-data/island-surfaces/ and release-tree-placements.json.
# Regenerate it; do not hand-edit it.
#
# Covered 251 islands, 13266 seats. Skipped 1 islands (0 seats) with no authored
# seats or no extracted surface.
# schema 1 reach 16.0 bearings 8 corridor 4.0 deck 6.0 min-t 8.0 unknown -128
# Bearing 0 is +Z (island-local); each step is +45 degrees towards +X.
# '@' starts an island: '@ <workshopId> <seatCount>'. Then one line per seat, in
# release-tree-placements.json order: 8 signed decimetre integers, space separated.
@ 650186469 60
2 2 7 5 1 2 2 2
2 2 -7 -21 -16 -3 3 1
2 5 3 2 -1 -5 -4 -4
34 -14 21 43 44 -128 -128 32
0 31 28 10 0 -128 -128 -128
-19 -128 -12 14 14 19 9 -3
-1 -32 -50 -34 5 0 -1 3
3 3 1 2 3 2 2 1
-13 -6 -1 -1 -8 -14 -14 -128
-2 -2 0 3 2 2 2 0
-3 0 -30 -42 -19 -9 -1 -5
9 9 12 2 -24 -24 6 8
0 -128 -128 -128 0 29 29 32
2 5 2 2 3 2 5 2
6 -1 3 5 3 2 7 9
-7 -1 14 12 12 7 -2 -9
-128 -128 0 0 -47 10 -128 -128
-2 4 -4 -7 -2 -4 -2 -18
-3 0 -1 -13 -7 -10 -3 -3
3 -1 0 0 0 0 0 1
2 3 -1 -128 -128 -128 -80 -2
-128 -128 -21 20 28 24 12 -128
-11 -9 2 0 2 1 3 -10
-128 -128 6 0 0 7 -128 -110
-17 -8 10 8 13 7 -18 -22
-128 -128 0 23 23 12 4 -128
11 7 -3 -5 -3 -3 1 4
-12 4 13 -9 -53 -128 -128 -128
2 -1 3 7 7 3 -1 -1
-8 10 26 28 31 6 -6 -12
-1 1 3 4 1 1 4 0
0 0 1 2 2 0 0 0
-4 21 42 29 -8 -128 -128 -23
1 5 8 -2 5 2 0 -2
-30 18 33 3 15 -5 -10 -35
8 16 33 39 0 -128 -128 5
@ 1462174728 60
-1 0 2 1 1 5 14 1
3 3 1 0 23 8 -1 1
-1 -2 0 2 1 -2 0 0
-3 -3 1 2 3 1 -2 -3
-3 0 1 2 1 -1 -2 -6
-7 -27 -15 -7 1 0 11 -8
-3 -3 1 2 0 -7 -9 -12
-128 -128 -28 -39 -8 -12 -8 -19
3 3 0 0 11 0 0 2
1 1 0 -1 -1 -1 -2 -1
40 50 44 -2 -7 -9 -4 1
67 30 -10 -20 -22 -16 24 51
15 13 8 -11 -13 -7 3 9
0 14 33 52 24 0 -11 -6
12 10 4 1 -3 -5 -3 5
-6 0 -5 -11 -11 -28 -128 -128
-5 -8 2 3 7 7 4 -3
-27 -13 13 18 18 5 -11 -29
11 4 -1 -16 -40 -13 0 7
3 4 3 -1 -8 -18 -33 -12
-2 34 48 33 -2 -10 -14 -14
-54 -26 6 8 11 5 -18 -29
-9 -11 -6 1 8 7 3 -3
15 15 9 -33 -128 -45 -11 8
-6 -10 -3 0 2 2 0 -4
-6 -16 7 -8 2 -128 -128 -128
-30 -37 -11 17 33 30 5 -27
-5 -7 -4 2 26 31 23 4
0 -18 -59 -128 -128 0 24 35
-14 -5 18 24 28 -2 -2 -18
8 8 7 -6 -41 -55 -23 -1
71 67 73 68 -5 -9 -8 -7
-5 -6 2 5 28 -128 33 -13
-24 -21 -1 1 3 0 -1 -16
-13 -1 17 21 20 -1 -8 -16
-3 -4 -1 3 16 11 -2 -4
-16 -1 -1 12 2 -20 -21 -35
71 42 -5 -128 -128 -15 12 56
-5 -5 4 54 43 50 6 -6
12 6 -4 -27 -16 -4 8 13
5 -128 -128 -128 -10 -18 -12 -4
-2 -3 0 2 6 4 4 1
-10 -7 3 16 6 -7 -11 -19
3 10 12 6 -3 -11 -12 -6
-128 -128 -27 -3 16 40 -128 -18
7 11 10 2 -11 -40 -21 -5
-4 -6 -2 0 2 4 6 -1
4 4 2 -7 -28 -40 -17 -4
1 1 1 -3 -4 -5 -3 -2
10 8 -9 -128 -47 -18 -2 6
-6 -7 -4 -1 3 7 7 -1
20 43 1 -9 -13 -10 3 13
-128 -128 -128 3 8 7 6 -128
-4 -37 -42 -55 -2 1 2 -1
-128 -128 22 0 -7 -14 -12 -2
2 -9 -13 -10 1 -1 6 4
-12 -5 0 2 3 3 -1 -30
-128 -128 -128 3 -1 1 -1 -11
2 4 8 2 -1 -5 -4 -1
-12 -18 -11 1 12 21 -128 19
@ 1466800241 60
0 -5 -6 -3 4 -2 -4 -1
2 -1 -1 1 1 2 3 3
1 2 0 -2 -1 -1 0 0
0 -1 -2 -3 -1 1 1 1
54 28 -1 -28 -31 14 58 80
-4 -5 1 6 8 1 -3 -4
-15 -6 15 20 50 -11 -13 -14
13 8 4 -37 -128 -34 -7 8
2 3 3 -1 -4 -5 -4 -1
-2 -17 -5 0 0 0 0 52
0 0 -1 -5 -2 0 1 1
5 5 6 1 -3 -11 -11 -4
1 -2 -2 -2 0 1 5 3
-2 -4 -3 -3 1 0 2 -2
10 -18 -31 -21 26 33 27 13
-2 -1 0 0 1 1 -1 -2
-128 -128 -128 0 15 13 12 -7
4 0 0 2 3 -2 2 3
-29 -3 2 3 4 -12 -46 -128
-64 -128 -128 3 8 15 17 3
1 7 13 3 -1 -5 -6 -3
1 -3 -1 -2 1 7 14 8
-4 -21 -4 1 2 2 2 3
37 36 57 57 78 59 10 3
32 23 18 37 50 30 -128 30
7 6 3 -2 -4 -4 -2 3
-9 -1 5 4 4 2 -2 -9
55 -128 65 69 80 47 29 21
27 -41 -44 -2 7 -14 2 54
2 23 22 -1 41 -15 -13 2
6 6 6 0 -8 -15 -7 1
-128 -51 -41 -128 -40 -72 -128 -128
6 4 0 -5 -4 -1 2 5
-4 -4 -1 2 3 2 1 -2
-128 -128 8 7 20 46 1 -128
-2 -5 -4 0 -3 -6 -3 0
0 -1 0 1 1 -2 -2 0
-1 -2 -1 0 0 0 0 -1
-128 -35 10 -128 -128 -128 56 -128
-1 -1 0 0 0 0 0 -2
1 -14 -8 -10 2 8 5 -3
4 4 1 -2 -3 -3 -1 1
0 -1 -2 -3 -1 0 2 1
1 1 3 0 -2 -1 0 1
-8 -18 -13 -2 3 4 4 -1
-18 -49 -47 -27 -19 -19 -52 -31
6 5 1 -2 -3 -7 -7 -2
-8 -5 2 6 4 3 1 -6
1 2 2 0 0 -3 -1 0
2 0 -2 -4 -2 -1 -1 2
-4 -6 -2 0 2 3 4 2
18 8 35 0 38 13 16 17
43 0 -43 0 36 44 53 59
47 60 45 61 44 24 -14 -6
17 10 1 0 1 2 2 -1
-1 0 1 2 1 -1 0 -1
4 1 2 5 9 7 4 3
1 -1 -2 -1 0 -1 1 0
70 -128 63 -30 -31 -48 -87 -58
2 5 10 8 -1 -7 -6 -3
@ 1478621455 60
4 5 -24 -40 -6 15 15 3
-18 -27 -32 4 33 38 29 36
-3 -61 -53 -75 -31 -1 -1 -3
-128 3 6 2 7 4 3 -128
40 18 -4 -21 -21 -23 38 52
30 30 22 -12 -15 -17 -7 8
-13 14 48 51 40 16 -27 -40
-31 -41 -27 1 1 8 16 -10
-23 -5 34 32 18 4 -6 -30
34 7 0 11 2 -1 0 34
10 0 -26 -41 -38 0 13 7
30 26 9 -1 -16 -13 0 12
28 27 11 -30 -19 -11 18 27
-38 -12 -2 28 30 33 35 -20
25 22 -1 -11 -29 -35 1 16
0 -16 -22 -33 -1 7 -4 -22
7 -14 9 38 28 -34 -11 -12
15 16 15 -17 -21 8 0 4
1 -31 -30 -9 16 16 14 9
12 20 29 32 31 22 23 -9
-2 -4 -2 -2 3 2 6 6
-12 11 10 -12 -24 -16 -1 -19
17 4 -58 -128 -60 -44 9 37
-29 24 52 31 -36 -47 -25 -43
0 -3 -2 -5 -128 1 16 3
2 -4 -6 -9 5 2 8 -3
38 36 9 -8 -9 -21 -16 4
-57 -128 -25 15 25 29 -3 -31
-79 -60 27 56 53 51 33 -58
-7 -7 -4 26 27 33 35 13
20 5 -42 -67 -12 0 11 14
-4 -3 -1 -38 -46 -27 -10 -4
19 6 -7 -9 8 12 25 29
1 0 1 -2 -1 -128 0 1
-20 -28 1 41 46 38 -55 -60
0 -61 -51 -55 -1 0 -1 -2
-58 -31 16 -5 0 -11 -46 -128
2 -10 -11 -15 4 11 44 28
-27 2 34 16 21 11 -23 -18
16 21 10 -5 4 14 11 9
0 57 -128 -128 39 6 -21 -16
18 18 43 46 -3 -31 5 -9
27 17 11 8 0 -28 3 7
-51 -64 -48 -32 -23 -23 1 -62
10 3 -128 -128 2 7 12 5
6 -3 -15 -10 -128 -128 -128 -128
1 -23 -29 -128 -28 29 -21 -31
-1 20 18 2 -12 -27 -6 -17
4 12 13 6 8 5 -9 -12
-15 -34 -15 -21 4 36 43 19
-80 -60 22 57 31 33 -69 -65
-8 6 12 -40 -28 21 18 -7
46 42 19 53 29 -23 -2 18
11 17 16 15 18 -38 -53 -39
34 41 27 27 27 -6 27 21
-47 -41 -14 -8 -8 1 15 -27
24 48 29 -7 -17 -13 -6 -15
65 65 25 -45 -39 2 31 55
7 8 4 -4 -4 0 10 6
25 0 -26 -128 -128 0 18 26
@ 1480149094 60
2 2 1 -2 -2 -2 -1 1
1 1 2 0 0 0 0 0
3 0 -3 -3 -1 0 1 2
2 1 -1 -1 0 0 0 1
-128 -128 -128 0 -19 -25 -22 -12
52 64 16 -15 -7 -2 1 40
45 5 -25 -72 -47 -39 -10 5
-3 -7 -8 -4 18 33 35 -7
6 8 11 5 -2 -6 -5 -3
61 -128 -128 81 49 -1 -1 -35
-2 -1 2 5 10 5 2 -2
0 0 2 1 1 0 -1 -1
11 7 1 -22 -128 -128 -8 7
-6 -43 -66 -128 -22 4 -5 -2
8 9 7 1 -1 -3 -1 2
1 3 -1 -4 -1 -4 -3 -2
-6 1 7 8 8 1 -13 -18
-3 -3 -3 -7 -5 -7 -6 -7
1 4 6 6 3 3 -4 -4
-5 81 107 76 8 1 -2 -61
2 1 -1 -14 -9 -1 1 1
-31 4 -128 -128 3 -7 -22 -37
116 -128 105 9 0 -44 -25 -36
-26 -26 27 31 3 10 10 -13
-4 0 7 3 9 8 -1 -5
-8 1 4 4 4 3 -7 -27
68 -128 -128 -128 2 -24 -25 0
7 46 52 25 3 0 1 0
4 2 0 -1 4 14 53 5
-43 -50 15 13 -26 -44 -128 -67
2 3 3 1 -3 0 0 -1
11 -9 -20 -18 3 15 55 54
-4 22 23 12 7 -2 -2 -7
11 47 -128 7 -7 -19 -15 -10
-19 -20 -2 40 53 58 26 -8
1 3 4 2 -3 -15 -10 -6
0 -2 -3 -3 -1 -128 -128 -6
-3 2 8 8 3 -1 17 -2
1 5 5 0 -3 -7 -5 -2
1 0 4 6 2 -3 -6 -4
10 -1 -3 -3 0 19 22 22
4 -1 -2 -5 -1 3 6 6
-22 15 10 -19 21 -31 -33 -128
13 -128 -5 -3 1 -2 7 21
21 0 -18 -46 -128 -128 -28 0
13 18 20 5 -128 -128 -128 -128
4 7 6 1 -11 -128 -22 -5
-128 21 10 -3 -8 -10 -4 16
5 5 4 0 -5 -22 -13 0
1 2 3 2 1 -1 -1 -1
32 67 53 31 1 -5 -9 -8
1 1 0 -1 -1 -3 -3 -2
2 -1 -2 -2 2 3 2 2
6 33 32 23 -4 -25 -22 -26
0 0 0 0 0 0 1 0
1 -3 -5 -4 0 0 -3 -4
0 -3 3 13 96 65 11 -2
-4 2 7 4 -1 0 -128 12
1 -4 -5 -2 1 1 1 1
56 38 0 -25 -20 0 63 65
@ 1481554121 60
10 4 -2 -5 -5 -4 7 8
-39 -128 -128 -128 -9 -10 -6 -7
-7 -9 -7 -7 5 31 -128 36
12 3 -4 -3 -1 1 7 11
4 3 3 -8 3 11 -16 11
-128 -128 -54 -19 -7 7 8 -20
-128 53 0 1 2 0 0 -128
-22 -19 20 102 -128 8 11 -43
4 3 0 -11 -5 -2 8 5
9 11 1 0 -128 1 1 -128
-32 17 18 66 92 95 98 -33
-2 6 45 33 23 -70 18 -46
-128 24 25 -7 1 -4 -2 -2
47 12 27 -6 -128 -128 -128 -128
1 -1 4 16 23 18 -128 -27
0 0 -128 -128 0 0 3 0
1 -1 0 0 1 0 9 -128
-15 -128 -24 -16 28 50 38 -15
75 -21 -14 -22 -14 0 0 67
1 -128 -128 -128 28 -128 -128 -128
-18 86 91 -128 52 13 9 -36
54 33 12 -24 -43 -22 30 39
-7 -15 -11 -9 2 -5 2 -1
7 -4 -1 3 4 -128 -128 -128
-128 -128 12 -37 -38 -11 -24 -128
42 -2 5 -13 -13 20 44 44
-87 -47 0 8 6 25 33 -67
80 76 46 44 5 71 14 12
2 0 1 17 30 34 36 0
10 1 0 -40 -128 -128 0 1
-7 -2 30 -128 12 2 -4 -10
-53 -34 -18 -29 -39 -32 18 -128
-13 -5 42 18 1 -22 -15 8
60 57 76 82 58 5 -49 -7
-21 -21 -44 -83 -98 -19 26 -128
-128 -74 3 75 58 9 3 -40
94 63 2 -52 28 1 1 76
40 -128 -1 0 3 13 18 -128
-128 -128 -128 31 19 6 -7 -128
2 3 -128 0 11 12 12 6
24 20 25 60 67 51 22 18
-128 -128 -24 15 14 -103 -128 -128
9 -128 0 20 18 17 0 0
36 34 36 -128 -128 22 14 -128
-7 15 24 -57 27 -1 -8 -14
-128 -128 0 0 -128 -1 -1 -2
2 7 17 16 7 15 4 -2
25 88 94 16 -128 9 5 6
14 -128 -128 -128 42 -7 -7 -9
71 56 18 -37 -35 -37 -21 32
-8 9 9 5 50 85 85 -21
3 1 5 1 5 26 13 3
12 50 60 58 44 49 41 7
-128 0 -3 6 -128 -128 35 -128
-128 -128 49 -8 49 -128 -128 -17
-10 -7 26 -128 -128 -128 26 0
-23 -21 15 -1 -15 -13 -6 -22
5 3 28 7 0 -4 0 4
-128 -45 -3 5 4 5 -7 -60
4 5 6 9 3 -2 14 -1
@ 1483206813 60
-21 -14 2 15 6 -18 -128 -79
-9 -19 -25 -17 1 1 22 14
-6 -128 -128 -7 31 34 16 8
-128 -128 -128 0 18 30 23 0
-27 -34 6 -38 -45 -128 -108 -53
16 10 -4 -36 -15 -7 8 8
19 29 38 14 -17 -27 -21 2
-17 2 26 2 -2 -8 -1 -24
5 22 41 19 0 -128 -128 -128
7 -8 -7 0 16 23 18 12
-27 1 17 -2 4 3 3 -128
-128 3 3 2 11 1 -128 -128
13 7 6 24 35 24 20 1
29 25 10 -128 -128 -128 0 12
12 0 -18 -19 -19 -14 -5 -6
-4 22 27 12 -3 -41 -46 -37
-9 -16 2 -1 10 -3 -6 -2
-16 0 -128 -7 -1 0 -16 -20
31 19 6 -20 -44 -49 -9 26
0 -128 -128 -128 -12 -128 -24 -128
19 19 21 0 -128 -128 -128 4
-14 -14 7 9 -13 -18 -6 -15
-15 -19 -9 14 48 20 21 -18
-25 -24 -18 -3 37 54 45 -4
-6 3 15 5 19 33 53 34
13 1 1 -13 -5 5 20 23
-128 25 26 69 -128 -128 -128 -128
0 -62 -63 -50 -27 9 36 6
4 -14 -11 -4 31 38 35 27
-18 -28 -17 -3 1 19 -2 -21
17 -17 -34 -53 -33 0 4 6
-128 -128 -20 32 18 17 -8 -128
35 30 10 -8 -11 -8 13 20
9 8 8 -3 -2 -10 12 1
18 17 24 16 -5 -14 -3 7
43 -14 -35 -42 -21 -1 28 41
-3 -6 -17 -14 1 11 13 14
37 61 24 -16 -27 0 76 80
-17 -128 9 20 5 4 12 0
-7 -3 4 20 28 24 3 -12
-13 3 4 13 12 -12 -20 -39
3 7 9 7 12 -2 -4 -2
3 0 0 0 0 -128 -128 -128
5 0 1 11 11 -13 -11 -6
-128 -128 -46 -128 18 82 82 -17
-1 -2 1 0 21 22 8 -14
102 -128 -128 -128 -128 -3 -128 -128
12 16 22 9 -5 -128 -5 4
33 50 51 -10 -15 -35 -26 -36
-4 -7 -16 11 55 47 11 -7
11 12 -75 -128 -128 10 -128 0
28 -128 30 2 -13 -25 -10 21
52 40 0 -128 -128 -128 -72 10
18 25 19 -128 -128 -128 -128 8
-12 11 23 35 35 -8 -20 -29
-21 11 18 80 82 -128 41 -14
-24 -8 -1 -20 -14 -19 -5 -15
39 -1 -6 -9 -13 4 57 57
-59 -61 -49 -51 45 40 1 -75
22 3 -12 -25 -14 17 27 30
@ 1493178948 60
1 0 -2 -2 -2 -1 1 1
-1 -2 -3 -3 -2 -1 4 2
0 0 1 0 -1 0 0 0
0 0 0 0 1 2 2 0
10 12 11 0 -14 -26 -26 -8
19 24 25 14 0 -128 -128 2
51 10 15 15 6 -8 19 61
4 -12 -3 -1 6 5 11 52
5 94 97 12 14 12 -1 -13
4 3 0 -4 -5 -3 2 4
-16 -30 -4 -18 13 38 47 31
-2 -4 -3 -5 -3 0 -3 -17
-1 0 2 1 3 1 -3 -3
-6 0 5 6 4 0 -7 -9
75 70 75 -9 -3 -5 7 18
3 15 19 10 -4 -46 -41 -15
-4 -3 -3 -3 13 24 27 1
-1 1 2 2 0 -1 -1 -2
6 7 49 42 10 4 10 11
7 5 3 0 5 0 2 5
20 11 10 1 -17 -70 -42 9
1 1 1 -1 -3 -3 -1 -1
-96 -83 -20 4 8 5 9 -128
-19 11 30 -13 -1 -21 -35 -38
-7 0 2 1 -1 -25 -27 -32
10 -9 11 5 -17 -128 -128 -3
2 12 9 5 -29 -128 -35 0
1 6 8 6 0 -6 -9 -6
4 1 11 -6 -4 -2 4 7
10 10 1 -11 -18 -21 -5 3
8 -17 -26 -29 -15 -7 4 7
-6 -7 -6 -3 6 8 4 -1
0 -6 -2 0 -2 -11 -4 -4
-6 -9 10 7 4 -67 -42 -29
65 2 -26 -33 -20 -10 2 68
31 -128 24 -18 -21 -54 -37 -18
15 8 -76 -128 -70 0 12 8
-5 -5 -4 2 3 4 4 0
5 10 8 2 -1 -3 -4 -8
-128 -128 -8 -16 -17 3 -128 -128
0 4 5 0 0 -9 -12 -9
-7 -6 1 6 9 5 0 -6
9 -128 63 15 7 -4 -73 -64
-2 -2 -3 0 3 3 2 0
2 45 47 37 0 -14 -13 -15
15 16 14 -7 -27 -27 -11 7
9 3 -1 -28 -128 -29 0 8
4 2 -1 -4 -4 -3 0 3
-128 -19 29 47 43 22 -75 -128
3 2 1 -2 -3 -2 0 2
7 -4 -2 -14 -7 -5 1 -1
-1 -8 -10 -5 1 7 9 7
17 14 16 7 -23 -22 -25 -12
-6 4 12 12 5 -6 -19 -33
-20 -1 13 45 27 8 6 -3
4 -5 -8 -25 -21 -27 0 4
-2 -7 -6 -3 2 5 7 4
-1 0 1 1 1 -1 -1 -1
23 -49 2 1 0 0 17 32
32 61 -128 50 -6 -26 -10 -4
@ 1494483756 12
32 -9 -15 -128 -128 11 32 53
21 29 30 -6 -6 -12 -1 4
14 -9 -11 -31 0 0 2 1
46 -16 -26 -27 -18 13 51 43
3 -13 -32 -20 -8 7 9 3
-4 0 34 35 6 -19 -12 -12
-128 6 29 46 27 13 36 23
-9 8 16 11 4 -23 -44 -42
-128 16 8 9 9 -128 53 -128
-31 7 25 24 11 -27 -26 -32
-75 -128 -14 24 46 42 13 -6
-29 -30 -10 -10 6 6 -1 -11
@ 1511984526 12
0 -20 -21 1 0 7 7 -8
8 5 10 22 8 -8 -8 3
-128 19 14 -8 10 -128 -128 -128
-128 -12 14 16 33 13 -10 -128
-2 1 23 12 5 5 12 -6
2 14 8 3 11 -5 -16 -17
-128 -128 107 94 99 -5 2 23
-1 -44 -45 -21 1 2 2 -14
-12 -128 -128 -128 -33 -11 -2 -1
3 8 31 19 -10 -128 -128 -17
-128 -128 13 20 10 -16 -21 -128
1 -22 -13 2 -3 -46 -12 1
@ 1520901154 41
-1 -7 -9 -14 -11 0 -4 1
9 0 0 -4 3 3 7 12
-4 5 9 8 2 -66 -69 -79
10 53 56 -94 41 7 25 21
7 -25 -19 -17 -13 -17 -5 -6
-8 -6 -17 -19 0 1 -1 -4
21 -6 -12 -11 6 21 30 21
19 3 -67 -128 -42 14 30 19
2 -1 0 1 0 -3 -2 -3
31 10 -10 -128 -12 2 30 33
4 0 7 0 -5 -10 -1 5
28 4 22 30 14 2 8 47
35 -19 -37 -26 -14 18 8 33
-5 -17 -16 -28 -24 -11 -7 -14
-11 -9 -9 -10 -5 -26 -54 -40
11 20 0 -128 -128 -128 -128 10
-1 5 0 1 -1 -12 -128 -11
-4 3 -1 -25 -69 -53 -33 -12
-1 6 20 13 8 -2 0 -7
-12 -31 -22 -1 -7 -21 -17 -6
-15 -13 0 4 19 28 20 -15
-14 -18 -19 0 1 -28 -35 -16
-10 -15 -7 -3 10 23 6 4
1 16 30 17 20 16 4 -9
31 32 30 6 16 10 0 -20
-6 -16 -17 -24 -10 -20 -10 -23
8 -128 -128 -128 -128 -128 20 10
1 51 54 35 0 -128 -128 -128
-2 -18 -19 -15 -9 8 -12 -4
-128 -128 15 15 0 -128 -128 -128
10 -65 -128 -128 -67 24 26 22
33 31 -3 -6 -26 7 11 23
-4 -8 -7 -3 -3 -8 -3 -4
22 1 -11 -6 -8 -2 29 19
-11 -9 4 10 16 -128 12 3
-7 -23 -18 10 19 27 32 9
-2 2 6 2 -26 -17 2 1
-14 -23 -20 -15 7 25 17 9
-21 -13 -6 11 11 -1 7 -9
0 -16 -3 5 8 -17 16 1
-30 -128 -16 -2 16 1 0 -1
@ 1532141541 12
-128 -36 12 48 41 9 40 -51
-1 -16 17 -2 2 -1 -2 -2
17 23 -3 -32 -8 -6 -7 -42
0 -8 -14 -24 -19 10 57 7
59 -128 33 58 99 54 28 14
3 -31 -24 -4 4 5 17 -16
49 22 33 -20 -48 -22 -3 -128
-4 -128 -128 -128 13 26 -10 -18
-54 -14 -8 -6 12 -9 -72 -128
-1 45 26 0 -21 -79 -51 -18
-128 -128 107 -128 89 -128 -128 -128
0 -2 -11 -25 1 -1 3 0
@ 1536689179 60
-20 17 47 71 75 4 -84 -79
33 21 29 21 -128 -128 -128 76
-26 32 49 30 21 36 59 -30
21 29 68 84 58 15 8 -2
65 -128 -128 -15 -14 47 -128 49
-78 -23 17 18 39 38 35 22
0 -28 -17 9 40 49 53 57
-43 -23 -24 25 0 -39 0 -4
-47 -15 11 -13 24 19 12 -26
-128 -128 -128 111 106 39 -128 -128
-10 -40 -7 -128 2 16 13 -17
6 1 -2 4 -45 -30 21 -19
11 43 62 64 -92 -128 32 -10
1 64 61 17 -128 6 21 -16
-128 -128 -128 32 46 -128 -128 -128
60 53 19 -39 10 32 50 63
2 -12 -12 33 75 64 55 67
-44 -36 -55 -35 13 63 15 -31
13 -48 3 18 24 46 40 26
-6 14 30 0 16 8 -128 -7
22 46 -8 -128 -128 -128 16 15
59 -36 -45 -56 -77 -58 -101 22
15 -23 -39 -128 -128 -37 9 32
62 59 44 45 49 57 56 -33
-59 -73 -33 0 21 23 19 16
60 13 -12 -22 -4 -11 -14 72
31 31 92 75 74 69 74 -2
51 84 104 70 32 5 15 6
-40 -54 -72 -61 0 0 -93 -51
6 54 64 52 4 12 15 -8
9 10 13 28 35 54 -58 -101
-47 -8 52 65 66 56 20 -26
118 117 58 -128 -128 -21 -12 -128
-33 -10 -3 -9 -8 -22 -26 -65
-17 3 3 3 16 2 -128 -66
-30 -128 -82 -74 -70 -67 51 45
9 -128 -128 -34 5 -50 -36 -128
-37 7 -1 6 8 5 6 -40
-128 61 71 63 36 52 53 81
-53 16 -128 -53 -35 -31 -51 -53
-128 -128 1 21 36 25 50 -7
-23 -43 -12 5 16 23 -15 46
79 74 -128 -56 -12 -68 -128 -15
10 1 -2 -18 15 17 40 42
34 -128 -128 -37 -59 -128 -63 0
-27 -66 -17 -66 -128 -128 -56 -23
11 52 55 10 12 22 23 -95
56 44 45 -21 45 -128 -128 -128
75 -26 -78 -24 4 -19 -5 3
-33 -33 -48 -42 -33 -29 -30 -128
3 -34 -37 -47 0 10 86 58
-128 20 -56 -35 1 -128 -64 -55
45 27 -128 -128 -128 -32 16 33
-128 -128 -128 -128 -128 -128 78 42
-49 3 65 74 51 34 44 -28
0 -58 -128 -73 0 0 -46 -5
25 -128 23 -76 -128 -128 -95 -35
6 53 37 35 6 -28 -11 -30
16 -28 -21 -14 40 2 -16 5
-70 -128 -128 40 38 61 -28 -128
@ 1543242091 60
-19 -15 -2 -3 1 -1 -8 -35
-3 4 8 4 5 5 -5 -8
7 6 11 -13 -31 -33 -31 -2
16 15 19 12 2 -21 -33 -10
10 9 6 -7 -18 -22 -2 7
9 6 1 -2 -2 -2 3 9
-5 -3 14 10 7 3 -2 -6
-4 13 49 41 11 1 -4 -2
-40 3 27 47 27 -5 -128 -128
27 8 -4 -77 -72 -21 3 16
9 58 82 50 26 -27 -36 4
1 6 12 5 0 -2 -3 -1
4 7 2 -4 -8 -13 -16 -10
-1 1 5 2 3 2 2 -1
29 29 25 -3 -16 -18 -8 6
5 0 35 4 0 -3 0 3
0 0 0 0 0 -6 -3 -2
-35 10 -128 -128 12 -20 -31 -50
11 58 60 80 11 -9 -10 -15
-30 -6 17 23 13 -6 -128 -128
-10 -22 -15 32 45 11 -9 -20
-12 -13 -10 -6 0 -7 -28 -49
3 21 26 14 -16 -128 -87 -30
11 16 16 2 -5 -6 -5 1
4 2 2 0 -2 -4 -4 -5
11 11 4 -35 -47 -128 -128 -19
15 29 22 0 -12 -21 -16 -6
30 -128 -128 44 16 6 -128 0
12 12 8 -4 -15 -19 -9 -1
2 0 9 11 5 0 -35 -25
0 13 13 2 -1 -8 -7 -8
5 11 16 22 24 -5 -2 -2
-10 15 25 8 1 -7 -21 -39
50 -12 -71 -128 -100 -128 -128 -128
-13 -2 13 15 7 0 2 -11
-2 9 10 12 7 -34 -32 -24
-3 6 15 8 3 -3 -6 -6
-9 -3 18 29 38 28 -3 -14
97 94 47 6 -10 -19 -128 -128
87 -128 -128 12 -21 -28 -6 15
7 13 11 0 -9 -12 -7 -5
21 17 7 -48 -89 -86 -5 14
-1 5 39 51 31 6 -10 -7
14 79 54 9 0 -7 -6 -6
-20 1 16 1 -70 -128 -67 -35
17 10 7 3 5 3 10 8
-11 -9 -2 12 10 2 -5 -10
12 13 3 -6 -9 -5 0 4
11 30 55 4 -14 -25 -21 -5
46 -128 -128 49 0 -11 1 10
-128 -22 49 32 22 12 -128 -128
-11 -6 1 4 26 7 3 -16
-4 -1 6 12 15 8 2 -5
3 7 5 0 -2 0 4 3
-93 0 -128 -128 28 -4 -41 -128
-128 -128 13 41 36 15 16 -24
4 7 8 2 -1 -3 -3 0
12 6 8 11 10 9 7 7
7 21 25 20 -6 -17 -16 -9
-19 -11 -2 2 7 3 -2 -9
@ 1544244747 60
-2 1 2 2 1 7 2 -5
-10 1 11 23 27 3 -16 -128
-8 3 8 6 4 -9 -33 -21
4 -4 -9 -10 -6 -13 -4 0
4 -14 -18 -16 -1 3 6 6
-5 -7 0 10 7 1 -2 -4
-7 26 28 -128 -9 -128 -45 -14
-8 -2 6 7 11 7 -2 -12
-2 -2 -3 -3 -1 -1 -1 -3
94 -128 -128 81 55 -12 -14 -12
0 -1 -1 -1 0 0 0 -1
-2 -128 -128 -128 -128 -128 -128 15
-9 -22 -8 -2 3 3 1 -5
-12 -4 3 4 5 -4 -22 -27
-7 4 10 8 4 -12 -27 -25
-5 -6 -1 -1 -1 -1 -3 -2
3 10 0 -3 -4 -2 0 3
-30 -13 1 3 4 1 -8 -41
-4 9 13 -21 -128 -128 -128 -25
